DESTINO;CTRC/GAI/PAL;T;AUTORIZACAO;PREV DE ENTREGA;NFISCAL;PEDIDO;SUBC;REMETENTE;PAGADOR;ABC;DESTINATARIO;CIDADE;UF;SET;MERCADORIA;FRETE;KgREA;M3;PESO CALCULO;SSWBAR;QVOL;COD ULT OCOR;DESC ULT OCOR;DATA ULT OCOR;PREVCHEGADA;MANIFESTO/END;CHAVE DACTE;COMISSAO RECEPCAO;TROCA GELO
JPR;BIR098374-8; N;12/06/2026;06/07/2026;    15426;            ;     ;PECUARISTA D OESTE DE ARACATUB;PECUARISTA D OESTE DE ARACATUB;B2;LINEAGRO PRODUTOS AGROPECUARIO;JARU;RO;RON;     18.570,00;   1.102,65;  208,500;   0,7000;  210,000;      0;     11;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020838031006262150 ;        290,55;
JPR;CAM410789-6; N;11/06/2026;25/06/2026;      655;            ;     ;UFI FILTERS DO BRASIL IND E CO;UFI FILTERS DO BRASIL IND E CO;B.;MASTER IMPORTS DISTRIBUIDORA E;PORTO VELHO;RO;RON;     11.531,39;     740,20;   40,733;   0,9600;  288,000;      0;      1;80;CTRC EMITIDO;11/06/26;;;35260607655407000520570030004490761006246979 ;        195,04;
JPR;CAM411425-6; N;15/06/2026;03/07/2026;    19244;            ;     ;AZUD BRASIL LTDA;AZUD BRASIL LTDA;B.;NELORE COMERCIO E REPRESENTACA;MINISTRO ANDREAZZA;RO;RON;     15.800,00;   3.485,05;  730,000;   3,4320; 1029,600;      0;      2;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497061006289884 ;      1.080,37;
JPR;CAM411428-1; N;15/06/2026;03/07/2026;    20934;            ;     ;SOMATICELL COMERCIO DE DIAGNOS;SOMATICELL COMERCIO DE DIAGNOS;..;INLARON INDUSTRIAS DE LATICINI;SERINGUEIRAS;RO;RON;      5.597,08;     446,28;    9,464;   0,0270;    9,464;      0;      1;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496991006289810 ;        138,35;
JPR;CAM411452-3; N;15/06/2026;06/07/2026;    36173;            ;     ;PTI CONEXOES LTDA;PTI CONEXOES LTDA;B.;NOIDI NECKEL;NOVA BRASILANDIA D OESTE;RO;RON;      1.047,75;     385,09;   16,050;   0,3020;   90,600;      0;      3;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497211006290439 ;        119,38;
JTI;BIR098928-2; N;12/06/2026;23/06/2026;    15434;            ;     ;PECUARISTA D OESTE DE ARACATUB;PECUARISTA D OESTE DE ARACATUB;B2;COOPERATIVA AGROINDUS.DOS PROD;JATAI;GO;JTI;      5.356,80;     600,52;   52,400;   0,0800;   52,400;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020842181006270000 ;          3,00;
JTI;BIR098929-1; N;12/06/2026;25/06/2026;    15436;            ;     ;PECUARISTA D OESTE DE ARACATUB;PECUARISTA D OESTE DE ARACATUB;B2;COOPERATIVA AGROIND DOS PRODUT;SERRANOPOLIS;GO;SNP;      5.356,80;     600,52;   52,400;   0,1800;   54,000;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020842191006270015 ;          3,00;
JTI;CAM411331-4; N;15/06/2026;22/06/2026;   286880;            ;     ;HIDROALL DO BRASIL LTDA;AGUANIL COM DE PISCINA SAUNA L;C.;AGUANIL COM DE PISCINA SAUNA L;JATAI;GO;JTI;     10.810,37;     725,58;  570,000;   0,5826;  570,000;      0;     12;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496091006280913 ;          3,63;
LVR;CAM411412-4; N;15/06/2026;26/06/2026;   152144;            ;     ;CASP IND E COMERCIO LTDA;CASP IND E COMERCIO LTDA;B2;1296-JOSE CARLOS TIRLONI;TAPURAH;MT;785;     34.200,00;   5.585,22; 1777,000;   4,4065; 1777,000;      0;      3;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496891006286491 ;      1.667,35;
MAO;BIR098368-3; N;12/06/2026;15/07/2026;     4702;            ;     ;ALEX FERREIRA DE GOES;ALEX FERREIRA DE GOES;B.;MARIA MILENA LIRA DE CARVALHO ;MANAUS;AM;SPD;        500,00;     698,00;   50,000;   0,4988;  149,640;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020837991006262113 ;          0,00;
MIN;CAM411440-0; N;15/06/2026;23/06/2026;    24652;            ;     ;AATP TERMOPLASTICOS LTDA EPP;RUY ROCHA FARIAS;..;RUY ROCHA FARIAS;MINEIROS;GO;758;      2.500,00;   1.002,97;  175,000;   2,9810;  894,300;      0;     25;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496941006289768 ;        205,21;
NPG;BIR093558-1; N;03/06/2026;25/06/2026;     6084;            ;     ;FISHING MUSIC IND E COM NAUTIC;FISHING MUSIC IND E COM NAUTIC;..;JORGE GABRIEL DOS SANTOS RIBEI;NOVO PROGRESSO;PA;SIN;      2.845,90;     376,00;   40,000;   0,4050;  121,500;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020786571006176474 ;        122,39;
NPG;CAM411358-6; N;15/06/2026;06/07/2026;    26460;            ;     ;SENALANDIA LTDA;SENALANDIA LTDA;C.;SP FREITAS ESPECIALISTA EM LIM;SANTAREM;PA;SIN;      3.561,56;     338,70;   73,674;   0,2359;   73,674;      0;     32;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496771006285214 ;        141,75;
NVM;BIR098893-6; N;12/06/2026;29/06/2026;    12550;            ;     ;DINALAB COMERCIO E SERVICOS LT;DINALAB COMERCIO E SERVICOS LT;..;MUNICIPIO DE SAO JOSE DO RIO C;SAO JOSE DO RIO CLARO;MT;784;      2.045,86;     380,23;    8,100;   0,0800;   24,000;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020842211006270030 ;        132,43;
NVM;CAM410887-6; N;11/06/2026;22/06/2026;     5844;            ;     ;INSTITUTO NACIONAL DE PROCESSA;ASSOC DOS REP DE PROD A NOVA M;..;ASSOC DOS REP DE PROD A NOVA M;NOVA MUTUM;MT;784;     22.600,00;   1.587,51;  485,000;   1,1760;  485,000;      0;      1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;15/06/26;;;35260607655407000520570030004491631006254715 ;        347,54;
NVM;CAM411346-2; N;15/06/2026;24/06/2026;    36184;            ;     ;PTI CONEXOES LTDA;PTI CONEXOES LTDA;B.;T R DA COSTA LEITE LTDA ME;NOVA MUTUM;MT;784;      1.581,00;     211,73;   35,190;   0,2106;   63,180;      0;      9;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496811006285357 ;         35,82;
NVV;RON011876-1; D;23/04/2026;05/05/2026;   493804;            ;     ;LEONARDO GENOUD;FRIGELAR COMERCIO E INDUSTRIA;A1;FRIGELAR COMERCIO E INDUSTRIA;EXTREMA;MG;CAM;      1.767,99;     110,83;   25,000;   0,0000;   25,000;      0;      1;98;PENDENCIA/ RECLAMACAO SOLUCIONADA;30/04/26;;DK4000021-3;51260407655407000872570060000116771005693177 ;          0,00;
NVV;BSB117596-3; D;20/05/2026;29/05/2026;   119410;            ;     ;SENDAS DISTRIBUIDORA S/A;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;375;        335,84;     102,32;    4,700;   0,0360;    9,000;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;02/06/26;;DK4000039-6;52260507655407000449570040000965761006008296 ;          0,00;
NVV;CBA017078-0; D;25/05/2026;03/06/2026;     2048;            ;     ;EDILCE NERE DA SILVA LIMA;DISTRIBUIDORA AHEAD DE MERCADO;C.;DISTRIBUIDORA AHEAD DE MERCADO;EXTREMA;MG;CAM;      5.224,07;     271,07;   46,000;   0,0000;   46,000;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;02/06/26;;DK4000039-6;51260507655407000368570020000169741006055389 ;          0,00;
NVV;BSB117824-5; D;22/05/2026;02/06/2026;    34384;            ;     ;CENTRO OESTE COMERCIAL DE ALIM;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;        429,48;      84,35;    6,139;   0,0000;    6,139;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260507655407000449570040000967221006039124 ;          0,00;
NVV;BSB118260-9; D;26/05/2026;05/06/2026;    65118;            ;     ;CENTRO OESTE COMERCIAL DE ALIM;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;        744,65;     100,63;   10,201;   0,1260;   31,500;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260507655407000449570040000969061006071432 ;          0,00;
NVV;BSB118262-5; D;26/05/2026;05/06/2026;  2553258;            ;     ;DF GENERICA COM PROD FARM LTDA;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;SAO;      2.513,19;     131,16;   21,528;   0,4140;  103,500;      0;     46;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260507655407000449570040000969081006071844 ;          0,00;
NVV;BSB118321-4; D;27/05/2026;08/06/2026;   397232;            ;     ;DEPARTAMENTO GERAL DO PESSOAL;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;      2.772,18;      88,49;    4,200;   0,0320;    8,000;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260507655407000449570040000969671006086800 ;          0,00;
NVV;CGD033591-6; N;03/06/2026;15/06/2026;   402345;            ;     ;DIGITAL LOCATION LOCACAO DE EQ;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;     11.655,99;     121,39;   45,090;   0,0000;   45,090;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;50260607655407000600570010000331551006174321 ;          0,00;
NVV;DRD033347-6; D;26/05/2026;05/06/2026;   637576*;            ;     ;GAZIN IND E COM DE MOVEIS ELET;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;     28.584,82;     162,45;   36,380;   0,0000;   36,380;      0;      3;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;50260507655407000600570010000329111006068255 ;          0,00;
NVV;GYN118930-1; N;01/06/2026;11/06/2026;   400368;            ;     ;CONSELHO REGIONAL DE EDUCACAO ;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;      6.801,44;     101,83;    7,880;   0,0000;    7,880;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260607655407000449570040000972791006137839 ;          0,00;
NVV;GYN119067-9; N;01/06/2026;11/06/2026;    84198;            ;     ;CENTRO OESTE COMERCIAL DE ALIM;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;        468,63;      89,64;   11,252;   0,0000;   11,252;      0;      4;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260607655407000449570040000973151006140889 ;          0,00;
NVV;GYN119068-7; N;01/06/2026;11/06/2026;   115668;            ;     ;CENTRO OESTE COMERCIAL DE ALIM;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;        620,11;      81,01;   10,714;   0,0000;   10,714;      0;      9;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260607655407000449570040000973141006140873 ;          0,00;
NVV;GYN119257-4; N;03/06/2026;15/06/2026;      257;            ;     ;JOSEANE RODRIGUES BASTOS;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;     11.414,68;     205,33;  110,680;   0,0000;  110,680;      0;      9;50;FALTA DE MERCADORIA;12/06/26;;DK4000046-9;52260607655407000449570040000974531006170482 ;          0,00;
NVV;GYN119260-4; N;03/06/2026;15/06/2026;    54653;            ;     ;CONNECT CENTER DISTRIBUICAO LT;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;      3.511,21;      90,40;   17,590;   0,0000;   17,590;      0;      2;50;FALTA DE MERCADORIA;12/06/26;;DK4000046-9;52260607655407000449570040000974551006170509 ;          0,00;
NVV;JTI118756-2; D;29/05/2026;10/06/2026;   400969;            ;     ;CONSELHO DA COORDENACAO REGION;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;        491,31;      84,49;    5,070;   0,0000;    5,070;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260507655407000449570040000971521006118173 ;          0,00;
NVV;JTI118764-3; D;29/05/2026;10/06/2026;      847;            ;     ;335872 - L E C TECIDOS LTDA EP;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;        190,24;      78,59;    1,950;   0,0000;    1,950;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260507655407000449570040000971591006118581 ;          0,00;
NVV;ITB119173-0; D;02/06/2026;12/06/2026;       50;            ;     ;CONEXAO TELEMATICA LTDA - ME;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;      5.593,32;     104,53;   19,500;   0,0000;   19,500;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;12/06/26;;DK4000048-5;52260607655407000449570040000973911006155659 ;          0,00;
NVV;GYN092439-3; D;30/08/2025;09/09/2025;   140223;            ;     ;INIMAR SANTOS JUNIOR;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;375;        322,67;      93,10;   11,007;   0,0000;   11,007;      0;      2;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;15/06/26;;SAO072175-1;52250807655407000449570040000829651003234061 ;          0,00;
NVV;GYN104416-8; N;21/01/2026;30/01/2026;     3668;            ;     ;RAIA DROGASIL S/A;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;375;        124,13;       0,01;    5,000;   0,0000;    5,000;      1;      1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;15/06/26;;SAO076486-8;52260107655407000449570040000902951004756020 ;          0,00;
NVV;RON011757-9; D;10/03/2026;02/04/2026;   873320;            ;     ;GAZIN IND. E COM. DE MOVEIS E;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;      9.849,10;     113,10;    1,960;   0,0000;    1,960;      0;      4;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;15/06/26;;SAO077434-1;51260307655407000872570060000115621005224981 ;          0,00;
NVV;RON011758-7; D;10/03/2026;19/03/2026;   873321;            ;     ;GAZIN IND. E COM. DE MOVEIS E;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;      1.617,83;      96,13;    0,500;   0,0000;    0,500;      0;      1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;15/06/26;;SAO077434-1;51260307655407000872570060000115631005225012 ;          0,00;
NVV;ITB110852-2; N;19/03/2026;30/03/2026;  3380636;            ;     ;CONSELHO DA COORDENACAO REGION;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;      1.955,41;      73,30;    1,970;   0,0000;    1,970;      0;      1;63;EXTRAVIO TOTAL;15/06/26;;SAO077834-6;52260307655407000449570040000935781005331020 ;          0,00;
NVV;GYN111843-9; N;27/03/2026;08/04/2026;   390396;            ;     ;CONSELHO DA COORDENACAO REGION;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;      4.012,20;      78,03;    3,560;   0,0129;    3,560;      0;      1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;15/06/26;;SAO077933-4;52260307655407000449570040000941251005425600 ;          0,00;
PAR;CAM411411-6; N;15/06/2026;26/06/2026;    17048;            ;     ;FABIO ROBERTO ZECHINATTI - ME;FABIO ROBERTO ZECHINATTI - ME;C.;JOAO VICTOR DUARTE OLIVEIRA;CASSILANDIA;MS;795;     11.175,00;   3.130,75;  260,000;   6,4976; 1949,280;      0;     26;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496801006285244 ;        873,48;
PMW;BIR098371-3; N;12/06/2026;29/06/2026;    15427;            ;     ;PECUARISTA D OESTE DE ARACATUB;PECUARISTA D OESTE DE ARACATUB;B2;CONEXAO AGRICOLA;PORTO NACIONAL;TO;PMW;     10.713,60;     823,54;  106,800;   0,3400;  106,800;      0;      4;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020838011006262130 ;        153,89;
PMW;GYS014916-1; N;14/05/2026;31/12/2050;   195924;            ;TNL  ;MIX SAO PAULO IND E COM LTDA (;EXPRESSO RIO VERMELHO TRANSP L;..;PAZ E SILVEIRA LTDA;MIRANORTE;TO;PMW;      1.577,18;       0,01;   56,372;   0,0000;   56,372;      0;      7;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/05/26;;GYN022437-5; ;          0,00;
PMW;CAM411335-7; N;15/06/2026;29/06/2026;   165340;            ;     ;DISTRIBUIDORA DE MOVEIS IPANEM;DISTRIBUIDORA DE MOVEIS IPANEM;B2;THUANNY LOPES NAZARET;PALMAS;TO;PMW;      3.278,94;     475,75;   75,000;   1,0949;  328,470;      0;      2;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496131006282471 ;        154,86;
PMW;CAM411416-7; N;15/06/2026;29/06/2026;     3162;            ;     ;RAFAEL OLIVEIRA DIAS ME;NEUTON F LIMA MECANICA;C.;NEUTON F LIMA MECANICA;PALMAS;TO;PMW;      1.160,00;     197,11;   20,000;   0,0288;   20,000;      0;      4;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496831006285416 ;         64,16;
PSS;FND090609-3; N;29/05/2026;15/06/2026;    11341;            ;     ;HENRIQUE ESPINOSA CAJUELA EIRE;HENRIQUE ESPINOSA CAJUELA EIRE;C.;MARIA TERESA PEREIRA SOARES;SAO SEBASTIAO DO PARAISO;MG;RAO;        841,85;     244,26;   49,000;   0,1500;   49,000;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079800-2;35260507655407000287570020020755581006121429 ;         60,19;
PSS;CAT092434-2; N;02/06/2026;17/06/2026;   255133;195073      ;     ;HMDK DIGITAL MOVEIS E DECORACO;HMDK DIGITAL MOVEIS E DECORACO;A.;BRUNO GAMA;SAO SEBASTIAO DO PARAISO;MG;RAO;      1.021,89;     166,51;   39,120;   0,1151;   39,120;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;11/06/26;;SAO079819-3;35260607655407000287570020020775481006156946 ;         41,03;
PSS;FND091478-9; N;01/06/2026;16/06/2026;    17871;            ;     ;PRADO COMERCIO DE MOVEIS LTDA;PRADO COMERCIO DE MOVEIS LTDA;B.;DWF COMERCIAL LTDA;SAO SEBASTIAO DO PARAISO;MG;RAO;        212,24;     242,05;   47,000;   0,1500;   47,000;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;11/06/26;;SAO079819-3;35260607655407000287570020020766841006141440 ;         59,64;
PSS;SAO093257-4; N;03/06/2026;15/06/2026;     4136;            ;     ;IMPERATRIZ PNEUS E RODAS;CENTRAL DO FRETE INTER E TECNO;B3;JOSE RENILDO MARTINS SILVA;SAO SEBASTIAO DO PARAISO;MG;RAO;      2.538,36;     187,34;   39,110;   0,1540;   46,200;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;11/06/26;;SAO079819-3;35260607655407000287570020020788411006180316 ;         46,16;
PSS;SAO095911-1; N;10/06/2026;15/06/2026;     5136;            ;     ;FELIPE DE ALMEIDA SILVA;CENTRAL DO FRETE INTER E TECNO;B3;JOSE DIVINO DE OLIVEIRA;PASSOS;MG;RAO;        919,78;     137,83;   49,500;   0,0000;   49,500;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;11/06/26;;SAO079819-3;35260607655407000287570020020818391006229408 ;         30,32;
PVA;CAM411484-1; N;15/06/2026;24/06/2026;  1033310;            ;     ;NEWELL BRANDS BRASIL LTDA (SOB;NEWELL BRANDS BRASIL LTDA (SOB;A1;RENATA K S BIANCHI CIA LTDA;PRIMAVERA DO LESTE;MT;788;      2.822,52;     288,49;   41,240;   0,5252;  131,300;      0;     15;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497441006291170 ;         49,04;
RAO;PMW116864-9; N;14/05/2026;26/05/2026;    10419;            ;     ;SENDAS DISTRIBUIDORA S/A;DMG - PRODUTOS ALIMENTICIOS LT;B.;DMG - PRODUTOS ALIMENTICIOS LT;TAQUARITINGA;SP;CAM;        271,16;       0,01;   44,520;   0,0000;   44,520;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260507655407000449570040000962401005936611 ;          0,00;
RAO;SAS026937-9; N;08/06/2026;31/12/2050;        1;            ;PPB  ;EXPRESSO RIO VERMELHO;EXPRESSO RIO VERMELHO;C3;EXPRESSO RIO VERMELHO TRANSPOR;RIBEIRAO PRETO;SP;CAM;        800,00;       0,01;   15,000;   0,0000;   15,000;      0;      3;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079801-1; ;          0,00;
RAO;SAS026951-4; N;08/06/2026;31/12/2050;        1;            ;PPB  ;EXPRESSO RIO VERMELHO;EXPRESSO RIO VERMELHO;C3;EXPRESSO RIO VERMELHO TRANSPOR;RIBEIRAO PRETO;SP;CAM;        250,00;       0,01;    6,000;   0,0000;    6,000;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079801-1; ;          0,00;
RON;BIR097496-0; N;11/06/2026;23/06/2026;  2003030;            ;     ;COLOR VISAO DO BRASIL IND ACRI;COLOR VISAO DO BRASIL IND ACRI;C.;EB COMERCIO DE ELETRODOMESTICO;JACIARA;MT;04 ;         18,70;      97,41;    2,340;   0,1030;   25,750;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020829301006247168 ;          0,00;
RON;BIR097497-8; N;11/06/2026;23/06/2026;  2003701;            ;     ;COLOR VISAO DO BRASIL IND ACRI;COLOR VISAO DO BRASIL IND ACRI;C.;EB COMERCIO DE ELETRODOMESTICO;JACIARA;MT;04 ;        316,04;      97,41;   13,840;   0,0880;   22,000;      0;      3;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020829311006247173 ;          0,00;
RON;BIR098369-1; N;12/06/2026;22/06/2026;     3180;            ;     ;SOPHIA MOVEIS E COMPONENTES LT;SOPHIA MOVEIS E COMPONENTES LT;..;ROZ SERVICOS E COMERCIO EM SAU;RONDONOPOLIS;MT;02 ;      2.965,00;     202,32;   65,000;   0,3000;   90,000;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020838001006262124 ;          0,00;
RON;CAM410395-5; N;09/06/2026;15/06/2026;   820148;4103911145  ;     ;DIMENSIONAL BRASIL SOLUCOES LT;DIMENSIONAL BRASIL SOLUCOES LT;A1;BUNGE ALIMENTOS S/A;RONDONOPOLIS;MT;02 ;      1.361,20;      87,56;    1,400;   0,0055;    1,650;      0;      1;80;CTRC EMITIDO;09/06/26;;;35260607655407000520570030004486891006218580 ;          0,00;
RON;CAM410581-8; N;10/06/2026;16/06/2026;   274382;            ;     ;SABORECITRUS IND E COM DE SUCO;SABORECITRUS IND E COM DE SUCO;B.;PRIME SABORES ALIMENTOS EIRELI;RONDONOPOLIS;MT;02 ;      7.500,00;     190,76;   65,000;   0,2166;   65,000;      0;      1;80;CTRC EMITIDO;10/06/26;;;35260607655407000520570030004488681006233335 ;          0,00;
RON;CAM411174-5; N;12/06/2026;18/06/2026;    21914;17099       ;     ;CIENLAB EQUIPAMENTOS CIENTIFIC;AGRO FERRAGENS LUIZAO LTDA.;B1;AGRO FERRAGENS LUIZAO LTDA.;RONDONOPOLIS;MT;01 ;      7.650,00;     369,42;  120,000;   0,9801;  245,025;      0;      1;80;CTRC EMITIDO;12/06/26;;;35260607655407000520570030004494721006269629 ;          0,00;
RON;CAM411265-2; N;12/06/2026;18/06/2026;  1569106;            ;     ;NORTEL SUPRIMENTOS INDUSTRIAIS;NORTEL SUPRIMENTOS INDUSTRIAIS;A1;ADM DO BRASIL LTDA;RONDONOPOLIS;MT;03 ;        663,50;     110,99;   10,800;   0,0691;   20,730;      0;      2;80;CTRC EMITIDO;12/06/26;;;35260607655407000520570030004495421006273339 ;          0,00;
RON;CAM411323-3; N;15/06/2026;19/06/2026;   820580;4103914773  ;     ;DIMENSIONAL BRASIL SOLUCOES LT;DIMENSIONAL BRASIL SOLUCOES LT;A1;BUNGE ALIMENTOS S/A;RONDONOPOLIS;MT;02 ;         29,28;      76,82;    0,300;   0,0030;    0,900;      0;      1;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496021006280610 ;          0,00;
RON;CAM411406-0; N;15/06/2026;19/06/2026;    39277;37658       ;     ;SALUS BRASIL COM DE ARTIGOS ES;SALUS BRASIL COM DE ARTIGOS ES;C.;INSTITUTO DALLYS GAMA;RONDONOPOLIS;MT;02 ;     16.282,18;     511,43;   86,000;   0,9187;  275,610;      0;      1;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496861006286465 ;          0,00;
RON;CAM411413-2; N;15/06/2026;19/06/2026;    30123;            ;     ;VAN DER HOEVEN ESTUFAS AGRICOL;TMG TROPICAL MELHORAMENTO E GE;C.;TMG TROPICAL MELHORAMENTO E GE;RONDONOPOLIS;MT;787;      4.935,00;     311,55;  126,000;   0,2610;  126,000;      0;      1;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496901006286506 ;          0,00;
RON;CAM411420-5; N;15/06/2026;19/06/2026;   230565;199283      ;     ;ALLTAPE IND E COM DE FITAS ADE;ALLTAPE IND E COM DE FITAS ADE;B.;57.583.648 MARINA DE QUEIROZ M;RONDONOPOLIS;MT;02 ;      6.572,48;     602,40;  303,240;   1,4478;  434,340;      0;     19;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497091006289916 ;          0,00;
RON;CAM411439-6; N;15/06/2026;19/06/2026;    10097;            ;     ;HK QUIMICA INDUSTRIA E COMERCI;HK QUIMICA INDUSTRIA E COMERCI;C.;DAMASCENO COM DE MAT PARA CONS;RONDONOPOLIS;MT;01 ;      7.509,61;     444,02;  280,800;   0,5440;  280,800;      0;     40;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497151006290059 ;          0,00;
RON;CAM411453-1; N;15/06/2026;24/06/2026;   483544;554017/55401;     ;ANCORA GRUP LTDA;ANCORA GRUP LTDA;C.;ANTEL INDUSTRIA E COMERCIO LTD;CAMPO VERDE;MT;788;      5.422,35;     521,58;  381,412;   0,4115;  381,412;      0;     21;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497221006290444 ;          0,00;
